age,listening_time,songs_played_per_day,skip_rate,ads_listened_per_week,is_churned
51,102,55,0.53,0,0
38,111,49,0.12,0,0
16,174,41,0.46,0,0
46,149,83,0.56,0,1
18,257,2,0.04,0,1
59,63,41,0.25,0,1
51,152,17,0.55,0,1
25,123,18,0.56,0,0
38,85,67,0.4,13,0
29,124,55,0.19,0,1
17,99,74,0.2,17,1
55,201,82,0.5,27,1
23,213,71,0.45,0,0
37,125,52,0.07,0,1
17,13,54,0.39,0,1
16,71,57,0.54,0,0
40,65,95,0.1,0,0
31,174,29,0.13,0,1
48,291,55,0.1,31,1
37,260,30,0.51,37,0
25,56,30,0.53,0,0
53,93,28,0.45,0,1
26,109,41,0.51,0,1
23,230,75,0.29,0,1
53,79,25,0.39,0,0
55,98,17,0.17,0,1
46,224,16,0.52,0,1
58,91,17,0.1,0,0
27,50,89,0.02,0,0
35,204,40,0.17,0,0
18,71,18,0.0,0,0
39,112,25,0.36,0,0
34,173,96,0.32,28,0
48,138,38,0.59,0,0
48,103,80,0.24,0,0
16,118,68,0.44,0,0
43,180,15,0.13,0,1
28,288,86,0.16,0,1
36,213,48,0.35,0,1
50,266,49,0.35,0,0
56,74,86,0.08,0,1
45,78,31,0.18,0,1
28,26,59,0.25,5,0
17,86,9,0.28,0,1
53,244,64,0.24,0,0
18,123,41,0.42,0,0
51,235,6,0.41,0,0
49,105,99,0.01,0,0
21,86,48,0.43,0,0
18,174,41,0.46,0,0
59,58,55,0.25,0,0
55,252,63,0.02,0,0
51,290,95,0.09,0,0
55,39,91,0.29,32,1
56,97,56,0.42,0,0
39,50,89,0.55,0,1
19,228,99,0.55,0,1
55,119,72,0.35,0,0
31,203,35,0.29,0,1
26,292,78,0.37,0,1
22,181,7,0.48,18,1
47,73,2,0.03,0,0
43,62,17,0.02,0,0
50,133,12,0.27,15,0
42,208,67,0.06,0,0
58,131,47,0.06,0,0
22,110,61,0.51,38,1
29,268,41,0.2,38,1
27,234,22,0.17,0,0
44,114,96,0.04,0,0
55,214,68,0.48,0,0
26,229,40,0.28,0,0
40,214,11,0.1,0,0
43,264,27,0.56,0,1
32,91,31,0.32,0,0
34,77,73,0.03,0,0
50,224,18,0.09,0,0
54,101,91,0.17,11,0
41,263,76,0.56,0,0
52,253,50,0.25,0,0
59,57,33,0.48,12,0
33,186,37,0.11,0,0
54,168,71,0.58,31,0
36,80,21,0.2,0,0
35,265,25,0.22,48,0
46,133,74,0.5,0,0
21,267,89,0.52,0,0
33,45,11,0.15,0,0
48,176,65,0.11,0,0
20,64,20,0.16,20,1
37,15,31,0.14,0,0
47,182,62,0.13,0,1
22,232,70,0.55,12,1
36,237,48,0.18,0,0
16,153,85,0.15,0,0
57,118,81,0.12,0,1
35,163,85,0.19,0,0
36,278,67,0.46,22,0
17,241,91,0.53,10,0
44,213,56,0.06,0,1
32,223,31,0.01,40,0
26,293,76,0.31,0,0
27,62,3,0.07,0,0
28,53,8,0.53,0,0
19,48,83,0.44,40,1
17,266,52,0.41,0,0
49,105,83,0.01,0,0
24,219,37,0.39,0,0
49,53,14,0.09,0,1
54,218,76,0.41,49,0
48,191,78,0.32,0,0
23,95,31,0.37,0,0
44,57,63,0.52,27,0
42,95,77,0.44,0,0
37,278,19,0.58,0,0
55,10,82,0.56,0,1
30,41,11,0.59,5,1
45,103,82,0.25,0,0
31,235,25,0.01,0,0
20,290,44,0.05,20,0
33,160,76,0.06,0,0
20,200,67,0.16,0,0
42,262,41,0.17,37,0
39,273,10,0.53,0,0
32,279,78,0.42,0,0
21,125,11,0.57,0,1
32,172,50,0.58,10,0
17,173,79,0.41,0,0
58,239,93,0.05,0,1
46,225,18,0.0,48,0
31,20,47,0.12,0,0
18,197,69,0.4,0,0
37,242,56,0.37,0,0
51,140,21,0.4,33,0
48,107,9,0.04,0,0
41,14,41,0.59,0,0
19,150,88,0.59,0,0
16,270,77,0.57,0,0
34,99,78,0.43,0,0
37,252,34,0.43,0,1
17,77,25,0.05,0,0
29,279,45,0.15,0,1
36,66,82,0.56,0,0
26,122,2,0.36,31,0
42,122,27,0.03,0,0
54,280,18,0.56,0,0
38,196,83,0.03,31,0
43,172,88,0.36,0,0
54,199,17,0.37,0,0
58,260,49,0.11,34,0
48,44,68,0.2,0,0
56,231,4,0.56,0,0
20,147,41,0.19,0,0
33,107,79,0.21,0,0
51,263,44,0.45,19,0
35,65,63,0.24,0,1
33,40,51,0.29,0,0
23,28,87,0.39,0,0
18,106,52,0.13,0,1
40,99,15,0.58,0,0
31,133,88,0.07,0,0
37,139,71,0.16,0,0
23,201,23,0.32,0,0
26,70,7,0.5,30,0
43,218,53,0.02,40,0
46,78,58,0.42,0,0
32,22,81,0.41,0,0
30,107,1,0.6,0,0
22,185,92,0.21,0,1
17,141,15,0.45,0,0
22,295,21,0.27,17,1
20,159,92,0.34,0,0
49,207,33,0.09,9,1
43,64,53,0.4,0,1
25,211,10,0.6,0,0
37,46,85,0.01,0,0
53,107,38,0.36,0,0
40,29,87,0.29,25,0
20,165,32,0.19,0,1
39,279,97,0.36,0,0
22,128,26,0.08,0,1
47,23,66,0.59,0,1
39,240,54,0.06,0,0
41,284,52,0.1,0,0
18,286,49,0.46,0,0
44,276,69,0.57,0,1
27,97,1,0.46,0,1
41,65,87,0.47,0,1
51,46,82,0.22,0,0
45,13,44,0.12,0,0
40,62,48,0.02,0,0
45,275,58,0.44,0,1
55,190,68,0.13,31,1
50,62,78,0.47,26,0
45,50,19,0.02,0,0
46,154,95,0.21,37,0
16,74,33,0.12,13,0
49,36,58,0.49,0,0
46,126,98,0.03,9,0
59,30,42,0.19,0,0
21,284,91,0.53,0,0
30,240,13,0.28,0,0
18,174,27,0.03,0,0
21,93,99,0.1,22,0
48,91,85,0.02,0,1
34,177,22,0.18,0,0
33,90,7,0.22,39,1
33,127,60,0.07,0,0
23,141,89,0.57,0,0
18,284,71,0.05,0,1
47,272,8,0.32,44,0
23,55,46,0.41,7,0
46,268,45,0.19,6,0
45,285,80,0.19,0,0
51,137,26,0.39,0,0
56,110,94,0.33,0,0
17,20,84,0.45,0,0
32,77,59,0.4,0,0
28,72,57,0.54,0,0
19,118,54,0.11,0,0
53,157,12,0.56,0,0
46,11,86,0.3,41,0
41,262,32,0.47,0,0
56,246,17,0.52,37,0
57,280,30,0.14,0,0
47,115,90,0.24,0,0
56,260,21,0.06,45,1
46,159,52,0.09,0,0
30,30,64,0.3,0,0
37,94,91,0.02,10,0
49,162,13,0.49,0,1
17,260,44,0.5,0,1
39,194,6,0.09,0,1
57,191,28,0.12,11,0
45,233,44,0.46,0,0
54,204,40,0.01,0,0
32,28,11,0.19,41,0
54,120,71,0.35,46,0
19,211,64,0.15,0,0
46,218,88,0.34,23,0
37,205,88,0.35,0,0
26,178,53,0.52,0,0
19,254,52,0.1,24,0
55,265,85,0.07,0,0
52,189,85,0.37,13,0
39,229,41,0.13,34,0
20,60,15,0.49,0,0
16,17,10,0.27,0,0
29,273,6,0.21,0,0
45,31,47,0.22,13,0
48,230,61,0.29,0,0
34,50,54,0.59,0,0
58,208,68,0.19,0,1
26,126,41,0.2,0,0
47,172,83,0.07,0,0
18,296,90,0.05,0,1
51,105,11,0.03,29,0
52,251,30,0.29,37,0
24,174,94,0.3,0,0
20,105,82,0.5,13,1
21,211,96,0.57,0,0
21,146,46,0.25,32,0
25,270,35,0.32,0,0
22,92,70,0.51,0,0
35,285,15,0.16,0,1
47,156,18,0.18,17,0
19,229,7,0.6,37,0
37,213,40,0.57,0,0
35,253,62,0.21,0,0
47,292,27,0.58,0,0
24,205,86,0.21,0,0
42,13,75,0.14,0,1
39,53,1,0.34,5,0
38,28,74,0.03,20,0
42,298,60,0.34,0,0
35,172,22,0.23,0,0
33,262,60,0.31,0,0
54,159,73,0.11,0,1
21,170,51,0.53,0,1
24,246,96,0.24,0,0
27,176,20,0.05,0,1
29,66,30,0.08,0,0
54,100,23,0.44,0,0
57,129,78,0.54,0,0
40,26,81,0.45,7,1
43,92,91,0.21,0,0
39,184,77,0.21,7,0
45,43,80,0.49,13,1
33,222,10,0.27,0,0
45,240,48,0.5,0,0
55,130,81,0.31,0,0
41,210,86,0.03,0,0
46,114,11,0.24,19,0
49,74,27,0.22,0,0
42,188,67,0.47,0,0
56,206,64,0.1,0,1
29,179,13,0.43,0,0
34,221,71,0.16,13,1
17,117,83,0.26,9,0
54,104,45,0.31,0,0
30,211,89,0.23,12,1
38,51,35,0.06,0,0
44,237,36,0.3,0,1
35,78,8,0.05,0,1
54,109,89,0.21,30,0
41,98,20,0.5,0,1
41,298,30,0.42,33,0
49,158,44,0.09,34,1
50,128,9,0.26,35,0
39,217,36,0.03,0,1
17,81,62,0.33,5,0
36,86,85,0.46,0,0
40,210,64,0.56,13,0
56,40,29,0.37,44,1
42,235,61,0.48,37,0
40,242,88,0.25,0,1
44,248,45,0.02,0,0
23,105,84,0.36,30,0
42,14,20,0.16,0,0
46,64,83,0.16,0,1
49,82,55,0.25,0,0
22,48,10,0.36,0,0
54,77,8,0.44,0,0
53,290,74,0.53,36,0
50,62,78,0.52,41,0
36,211,48,0.42,0,1
37,115,23,0.54,46,0
26,131,98,0.24,0,0
33,31,55,0.57,0,0
20,60,9,0.15,0,0
41,267,75,0.43,15,0
24,41,48,0.18,33,0
45,290,27,0.47,29,1
56,294,99,0.01,0,0
25,139,49,0.5,14,0
33,45,64,0.12,39,0
56,295,26,0.53,0,0
36,113,30,0.08,0,0
58,229,28,0.58,11,0
32,115,65,0.19,0,0
41,166,18,0.01,0,0
34,239,53,0.28,0,0
49,24,25,0.2,0,0
54,176,59,0.44,0,0
46,55,48,0.47,0,1
35,55,51,0.16,12,0
42,113,54,0.36,0,1
20,183,30,0.3,0,0
26,234,31,0.41,0,0
54,203,97,0.08,0,0
36,190,49,0.15,0,0
33,44,71,0.48,0,1
24,66,81,0.5,0,0
39,62,57,0.34,0,0
29,296,56,0.12,0,1
39,286,7,0.18,0,0
23,168,18,0.46,6,0
46,261,14,0.47,0,1
55,27,20,0.44,0,1
49,234,58,0.4,0,0
42,205,5,0.42,0,0
33,104,18,0.4,17,0
50,170,64,0.01,25,0
43,56,90,0.06,0,1
16,52,33,0.5,25,0
18,188,79,0.22,19,0
41,286,35,0.42,0,0
42,195,29,0.43,40,0
20,284,38,0.23,0,0
34,64,22,0.38,0,0
37,21,40,0.35,36,0
52,182,69,0.48,0,0
21,213,91,0.36,0,1
17,48,10,0.24,22,0
31,111,11,0.28,0,1
33,13,84,0.38,0,0
46,13,68,0.58,0,0
55,41,65,0.31,0,1
47,38,27,0.1,0,0
40,129,29,0.12,0,0
17,292,27,0.17,0,0
34,42,89,0.6,0,0
28,61,92,0.55,25,0
50,118,72,0.06,8,0
54,231,41,0.15,0,0
19,87,66,0.43,34,0
50,167,3,0.25,0,0
33,27,12,0.04,0,1
57,133,19,0.12,0,0
56,190,94,0.44,0,0
32,65,88,0.06,0,0
55,134,40,0.09,10,0
23,197,71,0.11,0,1
20,142,96,0.02,41,0
44,243,17,0.42,0,0
48,172,63,0.41,33,0
50,294,71,0.48,0,0
52,153,97,0.39,48,0
25,106,32,0.37,0,0
23,230,18,0.1,0,0
40,131,37,0.47,0,0
46,274,48,0.15,29,0
47,45,95,0.43,0,0
56,71,48,0.28,0,0
38,149,98,0.46,0,0
17,229,59,0.52,0,0
21,226,80,0.43,37,0
27,230,13,0.24,46,1
20,275,40,0.15,47,0
51,236,49,0.6,0,1
40,213,29,0.18,0,1
30,273,28,0.29,35,0
51,230,84,0.43,43,1
26,73,27,0.19,26,1
58,61,92,0.57,0,0
56,80,56,0.4,0,1
41,288,79,0.52,0,0
33,214,80,0.18,0,0
25,100,63,0.46,37,0
57,164,9,0.55,5,0
42,220,96,0.23,0,0
23,96,90,0.48,0,0
34,147,27,0.18,39,0
37,220,91,0.56,47,1
22,200,64,0.32,42,0
18,78,92,0.26,32,0
47,203,3,0.4,0,0
33,31,97,0.26,0,1
37,119,57,0.1,0,0
27,275,3,0.49,0,0
35,142,1,0.59,0,1
59,250,12,0.56,0,0
28,215,29,0.02,0,0
28,202,44,0.1,0,0
35,204,22,0.5,31,0
35,162,96,0.57,24,0
57,118,65,0.52,22,0
21,176,41,0.57,0,0
53,266,34,0.1,0,0
56,173,83,0.01,0,0
42,245,81,0.46,0,1
46,21,24,0.17,35,0
45,238,66,0.06,0,0
48,92,61,0.27,46,0
24,232,71,0.23,0,0
59,79,24,0.28,0,0
18,263,39,0.35,0,0
47,238,3,0.15,0,0
32,210,89,0.06,0,0
36,64,92,0.12,0,0
23,84,23,0.04,0,0
22,11,89,0.52,0,0
35,68,78,0.59,0,0
45,241,12,0.0,0,0
53,265,14,0.39,0,0
31,104,69,0.4,0,0
23,249,69,0.16,0,0
49,245,79,0.08,0,0
55,198,87,0.16,0,0
48,89,49,0.05,0,0
38,95,77,0.01,0,0
23,137,67,0.35,0,0
59,100,66,0.43,0,0
46,281,30,0.31,0,0
18,111,14,0.6,0,0
54,277,58,0.6,0,0
31,180,6,0.28,0,0
22,242,90,0.03,0,1
30,173,92,0.38,0,0
18,56,24,0.46,0,0
52,129,94,0.46,0,0
49,40,64,0.38,12,1
59,85,79,0.09,0,0
26,32,58,0.01,42,0
43,241,38,0.24,15,0
36,94,99,0.32,0,0
53,28,87,0.24,0,0
39,275,67,0.12,0,0
26,61,94,0.27,0,0
23,42,31,0.32,0,0
26,209,35,0.2,0,0
46,296,52,0.33,31,0
40,84,86,0.31,0,1
45,99,96,0.47,0,1
46,33,58,0.54,0,0
48,76,26,0.02,0,1
36,44,12,0.36,35,0
17,18,82,0.02,38,1
49,68,3,0.26,0,0
57,212,46,0.18,0,1
34,11,57,0.52,0,0
21,210,29,0.35,0,0
47,109,23,0.46,0,1
24,182,59,0.34,0,0
42,166,8,0.44,34,0
55,139,7,0.06,0,1
38,205,38,0.38,0,0
26,158,57,0.46,0,0
31,153,19,0.39,0,1
28,78,55,0.57,9,1
18,255,68,0.19,0,0
32,167,26,0.06,0,1
56,43,21,0.13,45,0
47,157,82,0.2,0,1
16,164,82,0.57,21,0
23,169,76,0.49,0,1
19,39,29,0.53,0,0
23,85,96,0.12,0,0
25,95,87,0.2,42,1
59,131,39,0.54,0,0
23,127,95,0.27,16,0
43,152,76,0.55,0,0
22,118,74,0.48,0,0
42,87,13,0.05,0,0
17,53,54,0.24,0,1
50,128,60,0.1,0,0
50,153,70,0.59,0,1
23,263,82,0.25,0,1
25,100,41,0.25,0,0
52,100,3,0.53,0,0
32,110,50,0.01,13,0
52,248,66,0.02,5,1
56,242,85,0.1,21,0
49,217,27,0.38,0,0
23,112,82,0.0,0,1
30,233,81,0.42,0,0
34,99,60,0.19,0,1
38,61,8,0.16,26,0
37,283,60,0.3,42,1
59,161,95,0.59,0,1
48,98,88,0.18,0,0
35,259,47,0.05,0,0
38,205,71,0.23,11,0
44,34,74,0.19,27,0
20,26,81,0.54,0,0
34,179,96,0.54,0,0
46,183,64,0.4,15,0
42,166,80,0.29,0,1
46,191,45,0.01,0,0
40,284,99,0.0,7,0
23,239,58,0.02,0,0
56,266,72,0.24,12,0
51,76,93,0.28,0,0
18,78,64,0.0,23,1
49,291,74,0.11,0,0
41,297,2,0.3,0,0
26,176,20,0.48,47,1
47,187,99,0.48,0,0
52,92,60,0.55,0,1
29,14,6,0.26,0,0
42,198,71,0.44,0,0
56,115,41,0.2,0,0
54,227,22,0.49,38,0
47,26,42,0.35,30,1
45,123,97,0.02,0,0
53,297,2,0.37,0,0
46,139,44,0.21,0,0
37,281,44,0.2,16,1
39,61,42,0.27,0,1
53,61,35,0.35,0,1
28,299,93,0.29,0,0
59,11,11,0.36,0,1
59,235,71,0.45,42,0
57,57,42,0.37,0,1
20,58,75,0.08,47,0
36,77,85,0.0,46,0
52,117,42,0.06,0,0
44,269,17,0.35,0,0
31,135,83,0.04,33,0
19,256,59,0.41,0,0
34,245,94,0.27,0,0
31,99,20,0.22,0,0
27,115,61,0.31,0,0
33,252,56,0.44,0,1
55,130,99,0.32,0,1
53,141,87,0.5,47,0
30,211,41,0.3,0,0
33,176,66,0.38,0,0
44,44,86,0.56,0,1
35,110,96,0.41,0,1
34,152,23,0.38,0,1
36,43,28,0.45,0,0
44,255,97,0.09,0,1
50,129,25,0.34,0,0
33,144,66,0.05,0,0
25,68,37,0.2,0,1
45,214,72,0.18,0,0
34,12,1,0.42,29,1
51,211,25,0.51,0,0
30,278,11,0.27,15,0
42,19,8,0.08,22,0
19,24,94,0.25,0,0
47,122,1,0.47,0,0
31,263,43,0.06,23,1
27,134,46,0.46,0,1
32,38,88,0.53,0,0
40,178,11,0.18,0,0
35,261,57,0.28,0,0
33,295,99,0.54,0,1
51,186,6,0.44,0,1
28,12,48,0.51,26,0
27,140,28,0.43,0,0
30,44,38,0.22,0,0
40,92,24,0.04,0,0
57,161,46,0.55,0,0
47,237,29,0.58,0,0
44,116,19,0.43,0,1
36,21,11,0.28,0,0
47,88,81,0.46,0,0
41,147,59,0.36,0,1
24,221,65,0.5,0,1
36,199,46,0.21,0,0
46,116,10,0.54,20,1
40,84,6,0.32,18,0
35,32,35,0.54,0,0
16,240,31,0.5,0,0
51,289,82,0.35,0,0
54,55,68,0.28,0,1
23,13,56,0.24,29,0
40,96,7,0.21,35,0
59,152,80,0.07,0,1
21,141,26,0.43,36,1
49,61,34,0.43,0,0
41,149,66,0.52,35,1
41,276,35,0.59,43,1
40,294,35,0.22,17,0
17,40,97,0.08,0,1
54,23,60,0.36,0,1
37,256,30,0.14,12,0
17,273,32,0.21,0,0
57,214,51,0.15,33,1
22,65,64,0.15,0,0
24,60,93,0.47,35,0
40,18,84,0.26,0,0
27,217,83,0.5,49,0
38,67,68,0.32,0,0
49,233,62,0.26,32,0
56,242,49,0.24,0,1
38,218,50,0.56,0,0
43,50,19,0.38,0,0
25,254,64,0.39,0,0
37,25,53,0.4,0,0
44,162,52,0.25,0,1
20,188,32,0.48,0,0
43,255,61,0.09,49,0
39,177,69,0.44,0,0
59,253,19,0.18,0,0
37,179,56,0.34,0,0
51,24,73,0.07,0,0
27,140,15,0.57,40,0
17,172,52,0.32,0,0
53,146,97,0.05,0,0
16,24,19,0.5,46,0
55,124,69,0.43,0,1
57,91,22,0.03,0,0
46,242,37,0.2,34,0
16,218,31,0.41,40,0
29,215,6,0.13,0,0
16,212,44,0.33,0,0
41,218,6,0.13,38,0
57,243,42,0.32,0,0
38,41,3,0.0,43,1
44,254,33,0.04,0,1
34,273,81,0.35,0,0
34,137,97,0.32,0,0
18,194,68,0.57,38,0
56,289,29,0.13,0,0
50,90,51,0.1,0,1
44,269,9,0.44,0,0
22,64,78,0.56,0,0
49,53,99,0.22,0,1
54,38,78,0.27,0,0
52,20,60,0.6,0,0
36,281,40,0.35,0,0
20,236,78,0.35,0,0
44,293,95,0.45,0,0
26,282,24,0.54,22,1
21,215,30,0.55,10,0
52,279,58,0.38,0,0
18,256,17,0.1,0,1
36,22,44,0.33,0,0
27,242,1,0.0,0,1
51,272,20,0.17,11,0
52,247,41,0.33,0,0
23,192,36,0.3,0,0
42,30,90,0.27,0,0
57,59,10,0.31,0,0
57,223,19,0.46,0,0
48,48,11,0.5,0,0
49,203,79,0.35,0,1
58,284,71,0.45,0,0
26,170,47,0.36,0,1
42,75,8,0.52,0,1
42,92,13,0.09,0,0
23,293,70,0.08,0,0
29,96,93,0.11,0,0
57,286,47,0.25,0,0
34,262,17,0.18,27,0
26,265,31,0.41,38,0
58,22,74,0.25,20,1
37,187,7,0.29,0,0
29,189,54,0.26,34,0
16,56,20,0.01,16,0
43,273,96,0.37,41,0
35,162,61,0.13,0,1
19,264,89,0.35,0,0
30,101,35,0.41,0,0
45,66,64,0.58,0,1
45,216,4,0.02,0,0
20,248,79,0.07,0,0
56,140,37,0.6,0,0
53,112,33,0.34,30,0
44,180,39,0.51,0,1
59,275,1,0.29,0,0
42,77,13,0.0,0,0
49,166,80,0.49,0,0
56,125,81,0.08,17,0
40,22,44,0.56,0,0
48,265,61,0.05,0,0
32,133,22,0.59,0,0
54,228,53,0.54,0,0
51,299,93,0.58,0,0
25,298,61,0.53,0,1
50,263,13,0.12,0,0
57,189,59,0.59,0,0
23,23,97,0.16,0,0
23,266,60,0.0,0,0
17,171,19,0.44,11,1
34,297,62,0.45,0,0
46,53,76,0.39,0,0
48,148,90,0.1,0,0
19,241,91,0.51,0,0
52,217,72,0.13,0,0
56,30,66,0.35,31,0
28,195,78,0.38,0,1
25,132,69,0.54,22,0
24,249,93,0.21,0,0
28,133,23,0.42,21,0
23,50,45,0.08,0,0
16,296,77,0.1,22,0
18,105,82,0.37,0,0
26,267,40,0.45,0,0
43,212,73,0.57,19,1
42,58,55,0.33,0,0
47,120,35,0.46,26,0
48,215,56,0.4,0,0
57,237,29,0.56,0,0
30,49,75,0.36,0,0
19,16,72,0.58,0,0
37,38,32,0.04,0,1
24,50,50,0.47,0,1
35,65,83,0.08,0,0
41,190,24,0.5,0,0
24,202,77,0.4,0,1
28,282,8,0.45,0,1
17,198,31,0.07,6,0
46,250,47,0.31,0,1
38,174,80,0.33,0,0
52,10,34,0.38,0,0
56,123,71,0.5,0,0
43,177,66,0.24,0,0
45,154,88,0.23,44,0
42,31,19,0.33,0,0
44,55,48,0.57,22,0
27,262,88,0.02,0,0
59,146,70,0.58,0,0
53,99,1,0.24,25,0
38,123,4,0.53,0,0
18,20,67,0.38,39,0
54,133,47,0.08,41,0
47,156,38,0.37,0,0
52,239,59,0.05,8,0
59,16,20,0.53,13,1
39,266,28,0.4,0,0
56,50,5,0.58,0,0
25,80,22,0.18,0,0
45,131,78,0.13,39,1
40,286,44,0.58,46,0
52,252,63,0.34,29,0
38,131,72,0.57,37,0
47,287,80,0.43,24,1
56,24,29,0.16,0,0
33,153,85,0.04,0,0
43,262,32,0.04,0,0
26,112,90,0.1,0,1
34,16,47,0.28,0,1
40,36,25,0.26,0,0
17,15,78,0.13,0,0
26,60,12,0.5,22,0
27,197,29,0.21,0,0
59,255,75,0.56,38,0
52,118,67,0.57,0,0
18,163,64,0.04,0,0
52,197,62,0.03,29,1
41,172,28,0.56,0,0
20,262,86,0.34,0,1
46,201,74,0.39,0,0
19,286,26,0.08,0,0
58,216,31,0.33,0,1
33,182,6,0.4,0,0
16,150,71,0.1,48,1
56,56,54,0.54,0,1
20,156,49,0.36,0,0
23,173,55,0.2,0,0
31,274,36,0.13,0,0
51,20,72,0.25,0,0
46,249,66,0.0,0,0
17,259,90,0.39,41,0
38,10,23,0.57,0,0
29,153,51,0.3,0,1
56,106,5,0.55,0,1
31,149,96,0.28,0,0
51,145,30,0.42,0,0
57,86,39,0.53,0,1
21,81,17,0.32,0,0
19,164,21,0.53,8,0
50,261,20,0.39,0,1
50,126,86,0.52,0,0
44,35,64,0.39,0,0
55,148,52,0.43,0,0
43,146,83,0.59,0,0
35,227,82,0.59,7,1
48,268,11,0.19,0,0
56,232,63,0.01,35,0
34,177,11,0.34,0,0
20,10,1,0.56,0,0
31,275,61,0.34,0,0
26,14,45,0.31,29,1
17,223,60,0.15,0,0
18,151,33,0.45,14,1
24,183,76,0.04,29,0
57,33,53,0.53,0,0
50,95,6,0.34,14,0
36,243,73,0.2,31,0
37,147,72,0.05,0,1
47,125,33,0.38,0,0
24,161,62,0.2,26,0
50,126,42,0.46,0,0
48,140,66,0.59,25,0
24,92,79,0.47,0,0
30,173,95,0.44,0,0
19,237,66,0.41,0,0
33,212,43,0.05,0,0
48,185,94,0.38,0,0
28,55,67,0.53,7,0
36,145,73,0.38,47,1
38,261,60,0.32,0,0
41,188,92,0.52,0,0
34,286,56,0.19,0,0
16,114,27,0.44,0,0
24,198,18,0.29,0,1
35,15,65,0.18,45,0
54,22,98,0.58,0,0
57,76,9,0.11,0,0
17,172,49,0.56,0,0
49,96,2,0.29,15,0
49,191,92,0.49,29,0
35,208,55,0.29,0,0
17,29,33,0.55,0,1
46,22,63,0.36,37,0
50,233,85,0.02,0,0
49,153,88,0.49,0,1
56,74,65,0.51,0,1
45,133,54,0.3,0,0
23,103,35,0.39,0,0
51,36,78,0.47,0,0
30,222,13,0.31,0,0
43,78,15,0.08,0,0
31,239,16,0.16,0,0
25,163,92,0.21,8,0
25,166,8,0.56,0,0
52,118,59,0.36,0,0
31,151,93,0.08,0,0
30,80,30,0.39,0,0
30,131,42,0.19,0,0
40,80,46,0.39,0,0
28,157,91,0.59,38,1
56,292,57,0.29,0,0
49,275,60,0.38,0,0
45,183,27,0.06,0,0
58,67,78,0.15,44,0
38,262,65,0.04,0,0
39,289,44,0.38,0,0
41,90,87,0.26,0,0
17,66,19,0.06,49,0
35,235,99,0.45,0,1
44,106,59,0.48,0,0
17,166,29,0.51,0,0
37,18,60,0.1,0,0
36,296,75,0.37,0,1
41,236,9,0.08,0,1
33,269,41,0.12,0,0
28,248,81,0.08,0,0
51,41,85,0.48,30,0
25,19,52,0.35,17,0
19,192,1,0.17,0,1
39,123,6,0.53,0,0
48,206,7,0.27,0,0
22,14,75,0.59,0,0
23,297,20,0.26,0,1
17,250,39,0.03,0,0
20,37,93,0.08,0,0
28,208,22,0.29,0,0
29,217,93,0.52,0,1
45,125,56,0.47,0,0
57,53,50,0.45,0,0
38,173,31,0.05,0,0
26,290,14,0.33,0,0
19,192,79,0.22,0,0
42,134,35,0.58,0,0
41,246,25,0.29,21,0
28,292,5,0.41,0,0
40,12,25,0.03,0,0
32,182,12,0.54,0,0
40,59,30,0.1,44,0
38,142,80,0.35,0,0
20,96,56,0.08,45,1
30,86,50,0.16,42,1
21,26,17,0.12,0,0
37,116,65,0.3,0,0
40,121,2,0.53,38,0
37,110,1,0.05,0,0
52,102,36,0.45,0,0
32,51,70,0.38,19,0
45,272,14,0.31,0,1
58,245,43,0.2,0,0
37,190,80,0.5,0,0
55,55,1,0.09,0,0
40,67,41,0.53,0,0
17,222,47,0.21,0,1
22,236,4,0.53,0,1
19,46,22,0.11,48,0
29,128,5,0.25,7,0
43,257,62,0.51,0,0
34,84,43,0.31,39,0
51,267,11,0.06,0,0
43,187,38,0.03,0,0
21,51,86,0.03,0,0
49,39,26,0.22,0,0
47,216,75,0.19,19,0
42,102,58,0.03,14,1
43,131,25,0.08,0,0
33,187,81,0.44,0,0
51,219,96,0.51,0,1
33,266,45,0.39,0,1
30,118,21,0.33,49,1
51,28,4,0.36,34,0
34,294,71,0.2,0,1
37,231,33,0.2,17,0
46,108,14,0.38,0,0
30,296,79,0.32,0,0
30,18,95,0.47,0,0
43,149,37,0.26,0,1
41,132,4,0.35,0,0
32,286,39,0.01,0,0
23,115,13,0.16,0,0
19,251,96,0.11,40,1
54,285,5,0.36,36,0
16,124,51,0.13,16,0
24,120,38,0.11,0,0
40,197,18,0.08,0,0
43,156,89,0.59,0,1
49,73,93,0.45,20,1
33,253,98,0.22,0,0
44,46,20,0.23,32,0
52,258,49,0.51,0,0
28,70,25,0.12,38,1
49,170,2,0.17,43,1
59,230,63,0.25,0,0
34,160,32,0.35,0,0
47,119,33,0.32,0,0
56,205,64,0.47,9,0
38,165,39,0.55,0,1
50,254,19,0.27,0,0
37,106,38,0.58,7,0
45,115,3,0.18,0,0
35,82,26,0.31,0,1
28,22,59,0.22,0,0
32,212,74,0.12,0,1
32,82,10,0.29,22,0
58,281,58,0.16,0,0
27,213,98,0.15,0,0
28,155,74,0.53,0,0
32,187,38,0.33,0,0
18,73,38,0.6,15,1
24,157,93,0.17,0,1
37,186,8,0.14,0,0
21,153,41,0.41,0,1
32,63,44,0.14,0,0
42,96,5,0.08,21,0
21,52,94,0.05,0,0
42,129,77,0.55,0,1
57,133,77,0.17,0,0
43,29,30,0.25,0,0
44,47,80,0.44,0,0
20,36,23,0.18,0,0
47,139,31,0.05,44,1
